arxiv_id,title,category,license_name,license_url,license_decision,abs_url
2609.17488v1,LimiX-2: A Contextual Mechanism Network Towards General Structured-Data Intelligence,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17488
2609.17467v1,An abelian envelope without the quotient property,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17467
2609.17434v1,CareMirror: Bringing Caregiver Wellbeing into the Dementia Care Ecosystem,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17434
2609.17410v1,Uncountably many local isomorphism types of compactly generated simple groups,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17410
2609.17391v1,FlashVector: Agent for Hierarchical Model Serving Stack Optimization,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17391
2609.17332v1,Pinching Antennas for Next-Generation Wireless Communications: A Network Perspective,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17332
2609.17320v1,Emergence World: Adversarial Stress-Testing of Long-Horizon Multi-Agent Systems,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17320
2609.17317v1,Towards Detecting AI-Assisted Responses in Online Surveys,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17317
2609.17301v1,When AI Becomes Hard to Understand: Cognitive Demands in Real-World Human-AI Conversations,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17301
2609.17296v1,Conformal Policy Learning with Distribution-Free Safety Guarantees,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17296
2609.17274v1,After the Party: Governing What a Viral Agent-Skill Ecosystem Left Behind,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17274
2609.17247v1,DriveMCP: An Agentic AI framework for Advanced Driver Assistance System,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17247
2609.17223v1,Memorisation bias in medical AI,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17223
2609.17206v1,[MM/AI] Mental Models in Human-AI Interaction: Methods and Challenges in the Generative and Agentic AI Era (Workshop),voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17206
2609.17200v1,Mapping AI Economic Complexity,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17200
2609.17193v1,End-to-End Latency-Minimizing and Load-Balanced Request Scheduling for Edge LLM Inference in Agentic AI Services,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17193
2609.17181v1,Multimodal Cultural Heritage Architectural Style Classification for Residential Buildings in the UAE Based on CLIP Embeddings and SVM,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17181
2609.17135v1,Evidence for the semileptonic decay $Λ_c^{+} \to p π^{-} e^+ ν_e$,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17135
2609.17124v1,LOTUSim-Energy: A Maritime Simulator for Human-Drone Interaction in Autonomous Offshore Operation \&amp; Maintenance,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17124
2609.17123v1,AI for Science with GPT-6 Astra: Thermal Design and Electrothermal Analysis of 2D CFET,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17123
2609.17110v1,Agentic RDZ: Autonomous Zone Management with AI Agents and an FR3 Coexistence Use Case,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17110
2609.17107v1,Symbolic Separation: Grounding Deep Agents in Knowledge Graphs for Trustworthy Operational Data Analytics,voice_cloning,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17107
2609.17100v1,Semi-Supervised Learning-Based Genetic Biomarkers Dataset for Multiple-Stage Hepatocellular Carcinoma Prediction,voice_cloning,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17100
2609.17531v1,$B$-sure. Part II. Scattering transforms as robustness test for tensor-to-scalar ratio detection from CMB observations,music_generation,CC BY-NC-SA 4.0,http://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP_NONCOMMERCIAL_ONLY,https://arxiv.org/abs/2609.17531
2609.17515v1,"What Breaks Under Pruning in Smart Homes, and When? Evaluating LLM Degradation Across Architectures and Task Complexity",music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17515
2609.17494v1,Equivariant Cohomological Crepant Resolution Conjecture for ADE-orbifolds,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17494
2609.17462v1,Symmetry of the Klein-Gordon Equation under Disformal Transformations with Higher-Order Derivatives,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17462
2609.17431v1,Analytical Channel Modeling and Stability Aware Optimization of Optical Inter Satellite Links,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17431
2609.17414v1,SlotDiT: Object-Centric Representations for Diffusion Transformers,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17414
2609.17407v1,Determinant maximization subject to a partition matroid constraint via stable distributions,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17407
2609.17356v1,On Sarnak--Strömbergsson conjecture,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17356
2609.17352v1,Adaptive Relational Learning on Multi-instance Quantum Data with Photonic Processors,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17352
2609.17338v1,Type-IV Code Clone Detection via Layer-Wise Non-Contrastive Representation Learning,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17338
2609.17335v1,LumiNote: LLM-Assisted Multimodal Instruction for VR Stage Lighting Education,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17335
2609.17298v1,Quantum-Inspired Trainable and Parameter-Efficient Tensor Networks for Image Inpainting,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17298
2609.17297v1,Goal-oriented probabilistic forecasting for dynamic PRB allocation in 5G networks,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17297
2609.17291v1,Extracting ontology-compliant knowledge from scientific text describing irradiated materials using large language models,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17291
2609.17290v1,"High-Pressure Refractive Indices of NaCl, KCl, CaO, SrO, and MgO Reveal the Dependence of Anion Polarizability on Coordination Number and Bond Length",music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17290
2609.17260v1,Towards Illusions Awareness in Cyber-Physical System's Design,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17260
2609.17251v1,Persistent Recurrent Memory Between Transformer Layers - Improves Language Model Generalization,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17251
2609.17249v1,Port-Hamiltonian Koopman Operator Synthesis for Mechanical Systems,music_generation,CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/,KEEP,https://arxiv.org/abs/2609.17249
2609.17214v1,Field Angular Momentum Transformation as a Resolution Criterion for Microsphere-assisted microscopy,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17214
2609.17198v1,TIO-Former: Ultra-Lightweight 6-Directional ToF-Inertial Odometry for Nano-UAVs via a Streaming Causal Transformer,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17198
2609.17190v1,Separation Conditions for Iterated Function Systems with a Common Attractor,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17190
2609.10862v1,Project Qualia: Recovering Experiential Music Structure from Session Co-occurrence Data,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.10862
2609.10844v1,Expressive Robotic Pianist: Mastering Complex Piano Repertoire with Graph-Mimic and Musical Dynamics,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.10844
2609.10351v1,Unifying Score and Performance for Fine-Grained Music Understanding in Audio-Language Models,music_generation,CC BY-NC-SA 4.0,http://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP_NONCOMMERCIAL_ONLY,https://arxiv.org/abs/2609.10351
2609.17530v1,Vanilla Scotogenic Model at the future Muon Collider,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17530
2609.17529v1,An Alon-Boppana Bound for the Non-Backtracking Operator,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17529
2609.17528v1,Exact Black Branes in General Dimensions in Higher-Curvature Scalar-Tensor Gravity,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17528
2609.17524v1,Modality-Autoregressive World-Action Models,music_generation,CC BY-NC-ND 4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,REVIEW,https://arxiv.org/abs/2609.17524
2609.17522v1,Coupling spherical p-spin systems,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17522
2609.17521v1,PhysStream: Streaming Physics-Grounded Video Generation with Structured Scene Memory and Fine-Grained Motion Control,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17521
2609.17520v1,Renormalizing small ball events for branching random walk,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17520
2609.17513v1,Chern bounds and tangent geometry of polarized Calabi-Yau threefolds,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17513
2609.17510v1,A Fully Analytic Expression for the 2PN N-Body Hamiltonian,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17510
2609.17506v1,Proof of the singularity conjecture for discrete subgroups of $\mathrm{SL}_2(\mathbb{R})$,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17506
2609.17498v1,Antidistinguishability of states in General Probabilistic Theories,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17498
2609.17493v1,Twisted Bracelets for Sorting by Transpositions: the Transposition Diameter of $S_{16}$,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17493
2609.17492v1,On the Existence of Pressure-Equilibrium-Preserving Numerical Fluxes for Supercritical Fluids,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17492
2609.17490v1,Query-optimal quantum simulation of Lindblad evolution,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17490
2609.17484v1,Dissecting Motion-Prior Regularization for Data-Scarce Robotic Insertion,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17484
2609.17482v1,Predictive Structure Behind Rare Outcomes in Random Quantum Circuits,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17482
2609.17479v1,"Det-LIME: Detector-Aware, Multi-Instance Local Interpretable Model-Agnostic Explanations for Automated Marine Mammal Detection",music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17479
2609.17475v1,JustFit: 200K-Token LLM Serving on a 24 GiB Laptop with Just-in-Time State Management,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17475
2609.17471v1,Quasinormal modes of Kerr-Newman-de Sitter black holes from Heun connection formulae,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17471
2609.17470v1,Including Thermal Mesons and Meson Resonances in the Chiral Mean-Field Equation of State,music_generation,CC BY-NC-ND 4.0,http://creativecommons.org/licenses/by-nc-nd/4.0/,REVIEW,https://arxiv.org/abs/2609.17470
2609.17469v1,Minkowski Decompositions for Generic Infinitesimal Newton-Okounkov Bodies of Arbitrary-Degree External Tensor Products on Products of Curves,music_generation,CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,https://arxiv.org/abs/2609.17469
2609.17465v1,Quantum Compiler Design for Fault-Tolerant Quantum Computing,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17465
2609.17456v1,Finite-Sample Hausdorff Bounds and Hadamard Sensitivity for Regressions with MNAR Covariates,music_generation,arXiv non-exclusive distribution license,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,REVIEW,https://arxiv.org/abs/2609.17456
