_line_no,arxiv_id,title,category,published_at,source_url,pdf_url,license_url_screen,license_status,local_pdf,decision,priority,reason,abstract,license_name,license_url_license,license_decision,final_decision
136,2609.17301v1,When AI Becomes Hard to Understand: Cognitive Demands in Real-World Human-AI Conversations,voice_cloning,2026-09-15T15:10:34Z,http://arxiv.org/abs/2609.17301v1,https://arxiv.org/pdf/2609.17301v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17301v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Generative AI increasingly supports complex financial and health decisions, yet we know little about when its responses become difficult to process in real-world dialogue. We analyse more than 84,000 ChatGPT and Gemini conversations, using repeated prompting and clarification following misunderstanding as behavioural indicators of cognitive difficulty. We find that response characteristics such as length, readability and lexical diversity do not have fixed relationships with conversational difficulty; instead, their relationships depend on how they combine. Most notably, greater lexical diversity was associated with less repeated prompting in shorter responses, but this association weakened as response length increased, a pattern that replicated across financial and health conversations. We propose a conversational complexity budget to conceptualise these interdependencies: the demands associated with one response characteristic may depend on those accompanying it. The resulting design challenge is how to configure response complexity for the particular user, task and interaction.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
137,2609.17296v1,Conformal Policy Learning with Distribution-Free Safety Guarantees,voice_cloning,2026-09-15T15:08:03Z,http://arxiv.org/abs/2609.17296v1,https://arxiv.org/pdf/2609.17296v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17296v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Policy learning aims to determine who should be treated based on individual characteristics. In high-stakes settings such as medicine and public policy where safety is a central concern, improving the average outcomes alone may not be sufficient: decision makers may also seek to protect individuals from harm, in line with the Hippocratic principle of ``do no harm.'' In this paper, we propose \textit{conformal policy learning} (CPL), a policy learning procedure with a new distribution-free safety guarantee that controls the probability of assigning treatment to an individual who would be harmed relative to control. CPL views each treatment decision as testing a hypothesis of counterfactual harm and assigns treatment by thresholding conformal p-values. These p-values use observable proxies and selective calibration to address the challenge that the potential outcomes under comparison are never simultaneously observed. For randomized experiments, under standard exchangeability conditions, CPL provides finite-sample safety guarantee at a user-specified level, without imposing any outcome modeling assumptions. Moreover, when the outcome model is consistently estimated, CPL achieves asymptotically optimal welfare subject to the safety constraint. In observational studies, CPL with learn-then-balance weights achieves doubly robust safety guarantees. We evaluate CPL through extensive simulations and apply it to an empirical study of AI-powered interventions designed to reduce conspiracy beliefs.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
140,2609.17223v1,Memorisation bias in medical AI,voice_cloning,2026-09-15T14:07:01Z,http://arxiv.org/abs/2609.17223v1,https://arxiv.org/pdf/2609.17223v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17223v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Medical AI models hold immense potential to improve patient outcomes, but they are also known to unintentionally memorise individual records from their training datasets. While such memorisation has been linked to targeted privacy attacks, its consequences for clinical deployment, where patients may be assessed by a model that saw their historical data during training, remain poorly understood. Here we show that predictions on a patient's unseen future data can change significantly if a model observed that same patient's anonymised historical data during training, a phenomenon we term ""memorisation bias"". We demonstrate that this bias exists across diverse data modalities and model architectures, and over prolonged time spans: in some cases, memorisation bias persists on future records acquired decades after the historical records used for training. Moreover, in simulated prospective deployment, memorisation bias has asymmetric effects on the diagnostic accuracy of returning data contributors. When a patient returned with a de novo condition absent from their historical records in the training dataset, diagnostic sensitivity decreased significantly compared to an otherwise identical model not trained on their historical data. Conversely, when their health state was unchanged, both sensitivity and specificity were significantly inflated. Our findings reveal a previously uncharacterised risk in medical AI that arises when a model is deployed on patients who contributed to its training data. This exposes a shortcoming of current model development practice: the de-identification measures designed to protect patients' privacy make it difficult to identify returning contributors and exclude them from the AI-assisted interpretation of their own future data. Mitigating memorisation risks may thus require changes to current model training and deployment protocols.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
141,2609.17206v1,[MM/AI] Mental Models in Human-AI Interaction: Methods and Challenges in the Generative and Agentic AI Era (Workshop),voice_cloning,2026-09-15T13:57:37Z,http://arxiv.org/abs/2609.17206v1,https://arxiv.org/pdf/2609.17206v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17206v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"The mental model construct is widely used in HCI to refer to the knowledge structure people hold in order to reason about and interact with computing systems. Yet it is often operationalized intuitively: the construct is often used interchangeably with related concepts (e.g., folk theories, sensemaking) and methods of studying it (e.g., through elicitation) are many and diverse, with each method resting on distinct assumptions about what counts as a mental model. Generative and agentic AI systems may further complicate mental model formation and elicitation as such systems are opaque by design and increasingly act on users' behalf across files, applications, and on the web. Together, these challenges may hinder the commensurability of research on people's mental models of AI systems. The MM/AI workshop calls for a critical reassessment of how we understand and study mental models in human-AI interaction research. It aims to foster theoretical and methodological exchange on mental models in human-AI interaction, identify open challenges, and develop directions for future research. We invite short papers on users' or stakeholders' mental models of AI systems, particularly contributions that reflect on the conceptual and methodological foundations of the construct. The half-day workshop combines lightning talks, hands-on elicitation exercises, and structured discussions on key questions concerning the future of the mental model for human-AI interaction research.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
142,2609.17200v1,Mapping AI Economic Complexity,voice_cloning,2026-09-15T13:54:34Z,http://arxiv.org/abs/2609.17200v1,https://arxiv.org/pdf/2609.17200v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17200v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Green economic complexity provides a generalizable framework for examining countries' productive capabilities in a defined product set. We apply this framework to AI-enabling goods within the full product space, linking current specialization with adjacent diversification opportunities. Using BACI exports for 2007-2023 and 103 AI-enabling goods, we measure complexity-weighted specialization (AECI), product-level adjacent opportunities (AIAP), and average complexity-weighted relatedness of remaining candidates (AECP). In 2023, Japan leads AECI, while China leads AECP; portfolio breadth accounts for much of the variation in raw AECI. Initial raw potential is positively associated with subsequent changes in the AI-enabling export share, but its associations with changes in AECI and specialization counts are not statistically significant at the 5% level. Our contribution is a trade-based assessment of AI-enabling productive capabilities and related opportunities. The results and public dashboard provide a preliminary complement to publication and patent indicators, not a comprehensive measure of national AI performance or a validated forecast of diversification.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
145,2609.17135v1,Evidence for the semileptonic decay $Λ_c^{+} \to p π^{-} e^+ ν_e$,voice_cloning,2026-09-15T13:02:27Z,http://arxiv.org/abs/2609.17135v1,https://arxiv.org/pdf/2609.17135v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17135v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Based on $4.5\, \mathrm{fb}^{-1}$ of $e^+e^-$ collision data collected with the BESIII detector at the BEPCII collider at center-of-mass energies between $4.600\,\mathrm{GeV}$ and $4.699\,\mathrm{GeV}$, the first search for the Cabbibo-suppressed semileptonic decay $Λ_c^+\to pπ^-e^+ν_e$ is performed. The branching fraction of $Λ_c^+\to pπ^-e^+ν_e$ is measured to be $(2.96\pm0.95_{\rm stat}\pm0.23_{\rm syst})\times10^{-4}$ with a signal significance of $4.2σ$.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
147,2609.17123v1,AI for Science with GPT-6 Astra: Thermal Design and Electrothermal Analysis of 2D CFET,voice_cloning,2026-09-15T12:48:44Z,http://arxiv.org/abs/2609.17123v1,https://arxiv.org/pdf/2609.17123v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17123v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Thermal optimization of 2D CFET inverters requires testing structural proposals against their electrical costs. We examine these research tasks using an AI agent workflow within a supplied electrothermal model. At 12 nm, Astra selects a redistributed source-interconnect geometry, while a coordinating agent proposes a substrate-directed heat-removal path. The combined design reduces peak temperature rise by 1.67 K at fixed metal volume and 20 μW. A subsequent metal-resistance sensitivity gives about 0.6-K inverter cooling alongside a 2% nFET on-current loss. Effective contact-length scaling further shows that lower temperature can accompany higher thermal resistance when current falls. Reproduction identifies agreeing implementations and retains a 104.95-K failure for diagnosis. These results show that an AI scientist workflow can propose thermal structures, test them under common constraints, and quantify their electrical cost.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
149,2609.17107v1,Symbolic Separation: Grounding Deep Agents in Knowledge Graphs for Trustworthy Operational Data Analytics,voice_cloning,2026-09-15T12:38:43Z,http://arxiv.org/abs/2609.17107v1,https://arxiv.org/pdf/2609.17107v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17107v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Generative AI promises natural language access to the massive numerical telemetry of data centers and Industry 4.0 installations, yet text-to-query and tool-using agents stay unreliable: even frontier models answer little more than half of real-world database questions, and far fewer of the multi-step, operational ones, because the LLM must compose how heterogeneous sources relate and hallucinates the relations, not just the fields. We propose symbolic separation: a deep agent reasons freely but may act on data only through an ontology-constrained Virtual Knowledge Graph with deterministic pre-execution validation. Unlike a tool API's interface contract, this domain-semantic contract turns a complex question into one validated graph traversal instead of LLM-inferred joins. Instantiated as the Neurosymbolic Deep Analyst and evaluated on 49.9 TB of superconputer telemetry against a rigid workflow and a non-symbolic ablation, it raises end-to-end task success from 43% to 86%, prevents silent data-integrity errors that no syntactic check catches, and cuts token cost by 2.4x, letting a smaller on-premise model outperform a larger one.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
151,2609.17531v1,$B$-sure. Part II. Scattering transforms as robustness test for tensor-to-scalar ratio detection from CMB observations,music_generation,2026-09-15T17:59:31Z,http://arxiv.org/abs/2609.17531v1,https://arxiv.org/pdf/2609.17531v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17531v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Galactic foregrounds represent a major contamination to the measurement of primordial $B$-modes from observations of the Cosmic Microwave Background polarisation. Even after the application of component separation algorithms, foreground residuals may potentially still bias the estimate of the tensor-to-scalar ratio $r$, causing a false detection. In this work, we present the methodology of a robustness test for the validation of an eventual detection of primordial $B$-modes, as obtained by a future, LiteBIRD-like satellite experiment. The goal of the test is to identify the foreground residuals contamination by looking for non-Gaussian properties in the CMB $B$-modes map, recovered through blind component separation algorithms. We adopt scattering transforms (ST) as our summary statistics sensitive to the non-Gaussian features of foreground residuals and to their correlation with foregrounds tracer maps. We characterise and validate the methodology on realistic sky simulations with different levels of foregrounds complexity. The proposed test is able to identify a bias on the tensor-to-scalar ratio of $\gtrsim 10^{-3}$ in $\sim 90\%$ of our simulations, with this bias value being of the same order of the accuracy targeted by LiteBIRD. Additionally, for our particular experimental configuration, the test is passed when the bias is lower than the sensitivity on the $r$ parameter, and no warning is raised. These results provide an important step forward in the development of statistical tools for validating future measurement of cosmological parameters, against foregrounds contamination.",CC BY-NC-SA 4.0,http://creativecommons.org/licenses/by-nc-sa/4.0/,KEEP_NONCOMMERCIAL_ONLY,FINAL_KEEP_NONCOMMERCIAL
153,2609.17494v1,Equivariant Cohomological Crepant Resolution Conjecture for ADE-orbifolds,music_generation,2026-09-15T17:35:37Z,http://arxiv.org/abs/2609.17494v1,https://arxiv.org/pdf/2609.17494v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17494v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Let G be a non-trivial finite subgroup of SL_2(C) and let p : X \to C^2/G be the minimal resolution. We prove the C^*-equivariant Cohomological Crepant Resolution Conjecture for the ADE orbifold [C^2/G]. More precisely, after specializing the quantum parameters at suitable roots of unity, we prove that the Bryan-Gholampour transformation induces an isomorphism between the C^*-equivariant quantum cohomology of X and the C^*-equivariant Chen-Ruan cohomology of [C^2/G]. Our proof is direct and is based on the McKay correspondence, ADE root systems, and character theory. Following the character-theoretic form of the Bryan-Gholampour change of variables, we use the McKay correspondence to diagonalize the transformation and to reduce the compatibility of the products to a uniform root-system identity. In type A, this reduction admits a discrete Fourier realization. In type D, the cyclic subgroup of the binary dihedral group leads instead to finite sine transforms, while the exceptional cases E_6,E_7,E_8 are treated by exact matrix computations over the corresponding cyclotomic fields. As a preliminary result, for a symplectic complex vector space V and a finite subgroup G of Sp(V), we give an explicit presentation of the C^*-equivariant Chen-Ruan product of [V/G] and identify the resulting algebra with the Rees algebra of the center of the group algebra with respect to the age filtration. In particular, the equivariant Chen-Ruan algebra interpolates between the center of the group algebra and its associated graded algebra, the latter recovering the ordinary Chen-Ruan cohomology.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
154,2609.17462v1,Symmetry of the Klein-Gordon Equation under Disformal Transformations with Higher-Order Derivatives,music_generation,2026-09-15T17:03:03Z,http://arxiv.org/abs/2609.17462v1,https://arxiv.org/pdf/2609.17462v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17462v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Scalar-Tensor theories extend General Relativity (GR) by including both a scalar field and a metric tensor in describing gravity. Although the matter sector is minimally coupled to the metric in GR, the scalar field coupling to matter may be adjusted by means of Disformal Transformations. One of the most general of these transformations, formulated by Takahashi, Motohashi, and Minamitsuji, include arbitrarily high-order derivatives of the scalar field and are designed to map between two ghost-free Higher-order Scalar-Tensor theories. We used these transformations to determine the most general conditions for the disformal form-invariance of the Klein-Gordon equation for the scalar field. In the second-order case, we identified a family of disformally-related metrics that result in the same propagation solutions. Additionally, higher-order cases could comply with theoretical and phenomenological constraints alongside KG-invariance. Finally, we investigated the notion of disformal transformations as ``deformations'' of the spacetime manifold.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
155,2609.17431v1,Analytical Channel Modeling and Stability Aware Optimization of Optical Inter Satellite Links,music_generation,2026-09-15T16:42:39Z,http://arxiv.org/abs/2609.17431v1,https://arxiv.org/pdf/2609.17431v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17431v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Optical inter-satellite links (OISLs) are key enablers for high-capacity space networks and next-generation satellite constellations. However, their extreme directionality makes link reliability highly sensitive to platform-induced pointing jitter, which causes random misalignment between the transmitter and receiver beams. In this paper, we develop a tractable closed-form statistical channel model for point-to-point OISLs subject to independent pointing errors at both terminals. Accurate Gaussian main-lobe approximations are applied to the transmitter far-field pattern and receiver coupling efficiency. This transforms the diffraction-based channel response into closed-form expressions for the channel-gain distribution, outage probability, and ergodic capacity. The analytical results are validated through Monte Carlo simulations and used to study the impact of terminal stability, beam divergence, and link margin on OISL performance. The results show that outage probability is governed by the weaker terminal in terms of pointing stability, while improving only the stronger terminal provides minimal additional benefit. In contrast, the ergodic-capacity penalty depends on the combined stability of both terminals, revealing a fundamental distinction between reliability and throughput metrics. The proposed framework provides practical design guidelines for selecting beam parameters and specifying pointing and tracking requirements under varying levels of platform instability.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
156,2609.17414v1,SlotDiT: Object-Centric Representations for Diffusion Transformers,music_generation,2026-09-15T16:38:33Z,http://arxiv.org/abs/2609.17414v1,https://arxiv.org/pdf/2609.17414v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17414v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Text-conditioned latent diffusion models perform strongly in video generation and are promising backbones for robotic applications. However, existing approaches rely on pixel-level or VAE-based latent representations that lack explicit semantic structure, leaving the impact of the representation space largely unexplored. Slot-based object-centric representations offer a structured alternative by decomposing scenes into object-level latents, or slots. While they have shown success in dynamics modeling and planning, they have not yet been explored for diffusion-based generative modeling. We introduce SlotDiT, a text-guided Diffusion Transformer (DiT) that operates in a slot-based latent space. Given a reference image and a language instruction, SlotDiT decomposes the scene into object-centric slots representing individual entities. Conditioned on the instruction and observed scene context, the model autoregressively denoises future slot trajectories to predict scene dynamics. To systematically investigate latent-space design for diffusion transformers, we compare slot-based representations against VAE-based and semantics-aligned alternatives within a unified DiT framework. Our experiments show that using slots as DiT latents yields competitive video generation quality while consistently improving task-completion rates across four robotic datasets. Furthermore, their compact representation provides a computationally efficient alternative to VAE-based and semantics-aligned latent spaces. Overall, our results demonstrate that object-centric structure is a powerful inductive bias for diffusion-based generative modeling in robotic environments. The project page is available at https://slot-dit.github.io/.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
157,2609.17407v1,Determinant maximization subject to a partition matroid constraint via stable distributions,music_generation,2026-09-15T16:35:50Z,http://arxiv.org/abs/2609.17407v1,https://arxiv.org/pdf/2609.17407v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17407v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Given vectors $v_i \in {\mathbb R}^d$, we consider the problem of choosing a set $I$ independent in a partition matroid in order to maximize the determinant $\det (\sum_{i \in I} v_i v_i^T)$. Our main result is a polynomial-time approximation algorithm that finds a solution of value $det ( \sum_{i \in I} v_{i} v_{i}^T) \geq e^{-O(d)} OPT$, where $OPT = \max_{I^*} det ( \sum_{i \in I^*} v_{i} v_{i}^T)$. For partition matroids of rank $m \leq d$, we give a similar result for approximating the $m$-dimensional volume spanned by the chosen vectors, within a factor of $e^{O(m)}$. This matches earlier known algorithms that estimate the optimal value but do not find the corresponding solution, up to a constant in the exponent. Similar to these estimation algorithms, our algorithm is based on the saddle-point relaxation proposed by Nikolov and Singh. A new ingredient is a randomized transformation based on $1/2$-stable distributions, which converts the saddle-point relaxation into a more convenient multilinear relaxation.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
158,2609.17356v1,On Sarnak--Strömbergsson conjecture,music_generation,2026-09-15T15:55:32Z,http://arxiv.org/abs/2609.17356v1,https://arxiv.org/pdf/2609.17356v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17356v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Let $\Th(α,L)=\sum_{v\in L}e^{-πα|v|^2}$ for $α>0$ and $E(L,s)=\sum_{v\in L\setminus\{0\}}|v|^{-2s}$ for $s>3/2$ be the theta and Epstein zeta functions associated to the lattice $L$, respectively. We are particularly interested in physically relevant dimension three. Fix the covolume of the lattice $L$ to $1$. Up to an orthogonal transformation, we prove that \begin{equation}\nonumber \argmin_{|L|=1}\Th(α,L)= \begin{cases} \boldsymbol{\mathrm{FCC}}\;\;\mathrm{lattice},\;\;\;\;\;\;\;\;\; \;\;\;\;\;\;&\text{if}\;\; α>1, \boldsymbol{\mathrm{BCC}}\;\;\mathrm{lattice}, \;\;\;\;\;\;\;\;\;\;\;\;\;\;\;&\text{if}\;\; α<1, \boldsymbol{\mathrm{FCC}}\;\;\mathrm{or}\;\; \boldsymbol{\mathrm{BCC}}\;\;\mathrm{lattice},\;\;&\text{if}\;\;α=1, \end{cases} \end{equation} and \begin{equation}\nonumber \argmin_{|L|=1}E(L,s)= \boldsymbol{\mathrm{FCC}}\;\;\mathrm{lattice},\;\;\;\;\;\;\;\;\; \;\;\;\;\;\;\text{if}\;\; s>3/2. \end{equation} Therefore, we prove the Sarnak--Strömbergsson conjecture \cite[Inequalities (43)--(44), Section 5]{SS}.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
164,2609.17291v1,Extracting ontology-compliant knowledge from scientific text describing irradiated materials using large language models,music_generation,2026-09-15T15:05:57Z,http://arxiv.org/abs/2609.17291v1,https://arxiv.org/pdf/2609.17291v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17291v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"The quest for new materials increasingly relies on predictive models and comprehensive simulations that span scales from atomic to macroscopic levels. However, essential data necessary for these models and simulations are often embedded in scientific literature as unstructured text, limiting reusability and posing challenges for researchers seeking to leverage existing knowledge effectively. While extracting structured data from unstructured text using large language models is gaining popularity, traditional methods typically generate key-value pairs data with straightforward schemas. In contrast, we introduce eolas, a modular pipeline that uses large language models to automatically transform scientific documents into knowledge graphs aligned with a specified ontology. We demonstrate eolas effectiveness in extracting useful information for scientists studying materials designed to endure the extreme temperatures and radiation levels found in fusion reactors. While a human expert might spend between thirty to ninety minutes extracting relevant data from an article, eolas can generate high-quality knowledge graphs in just a few minutes. These are presented in a tabular format with faceted navigation for easy human validation. Additionally, we introduce the first benchmark dataset designed to assess large language models capabilities in constructing knowledge graphs within the domain of irradiated materials. The analysis of 168 experiments using our dataset, various large language models and prompting techniques provides key insights that we summarize into practical guidelines for effectively extracting knowledge graphs aligned with an input ontology.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
165,2609.17290v1,"High-Pressure Refractive Indices of NaCl, KCl, CaO, SrO, and MgO Reveal the Dependence of Anion Polarizability on Coordination Number and Bond Length",music_generation,2026-09-15T15:04:20Z,http://arxiv.org/abs/2609.17290v1,https://arxiv.org/pdf/2609.17290v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17290v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Several alkali chlorides and alkaline-earth oxides adopt the B1 structure at ambient conditions and transform to B2 under compression, allowing to change coordination number and cation-anion distance independently across chemically distinct hosts. The change in anion polarizability under high pressure dominates the optical response of these prototypical ionic solids, yet its dependence on local structure and cation chemistry remains experimentally unconstrained at high pressure. Here we report refractive indices of NaCl, KCl, CaO, and SrO to ~100, ~100, ~120, and ~60 GPa, each in both the B1 and B2 structures, complemented by published MgO-B1 indices to 140 GPa and DFT calculations. Lorentz-Lorenz analysis yields pressure-independent strain polarizability parameters $Λ$ ranging from 0.34$\pm$0.05 for KCl-B1 to 1.57$\pm$0.02 for MgO-B2. Our results establish coordination number and cation-anion distance as separable predictors of anion polarizability in both B1 and B2 structures. Increasing anion coordination from six to eight at fixed cation-anion distance lowers the polarizability of both $Cl^{-}$ and $O^{2-}$ by ~0.34-0.40 $\mathring{A}^3$ and ~0.38-0.47 $\mathring{A}^3$ respectively. Our results suggest that the polarizability of $O^{2-}$ is transferable to within ~0.06 $\mathring{A}^3$ between MgO-B1 and CaO-B1 at fixed cation-anion distance, and that this transferability possibly extends to SrO-B1 and the B2 oxides. In contrast, the polarizability of $Cl^{-}$ is not transferable between NaCl-B2 and KCl-B2: the difference between them varies with cation-anion distance, from ~0.2 $\mathring{A}^3$ at 2.65 $\mathring{A}$ to 0 at ~2.5 $\mathring{A}$. The results show that the change of the strain polarizability parameters across the B1-B2 transition is governed by the decreasing and increasing sensitivities of $O^{2-}$ and $Cl^{-}$ polarizabilities to densification, respectively.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
167,2609.17251v1,Persistent Recurrent Memory Between Transformer Layers - Improves Language Model Generalization,music_generation,2026-09-15T14:31:43Z,http://arxiv.org/abs/2609.17251v1,https://arxiv.org/pdf/2609.17251v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17251v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"We introduce a simple architectural modification to decoder-only transformers: a persistent recurrent state that observes hidden representations via cross-attention, updates itself through a GRU, and modulates subsequent processing via gated addition. Inserted between the lower and upper halves of a 6-layer transformer, this module adds only 3.7\% additional parameters while reducing evaluation loss from $2.438 \pm 0.004$ to $1.743 \pm 0.018$, corresponding to a 28.5\% reduction on held-out language modeling data. The improvement is statistically significant across 5 random seeds ($p < 0.01$) and corresponds to reduced overfitting (generalization gap 0.12 vs 0.26). Through controlled ablations, we demonstrate that the improvement stems entirely from the persistent memory topology, not from auxiliary self-prediction objectives. A model with identical topology but no auxiliary loss performs equivalently, while a random auxiliary loss provides no benefit. Representation probing reveals that the persistent state encodes narrative position (52\% vs 33\% chance level)---information that standard attention maintains less efficiently. Our results suggest that bridging transformer layers with a lightweight recurrent memory is a simple, effective approach to improving generalization in small-scale language models.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
168,2609.17249v1,Port-Hamiltonian Koopman Operator Synthesis for Mechanical Systems,music_generation,2026-09-15T14:31:18Z,http://arxiv.org/abs/2609.17249v1,https://arxiv.org/pdf/2609.17249v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17249v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"Finite-dimensional Koopman models enable efficient linear prediction and control of nonlinear robotic systems. However, models learned purely from trajectory data may violate the energetic structure of the underlying mechanics, producing predictions that exhibit artificial energy growth and diverge under recursive propagation. This work presents a structure-preserving Koopman framework for Euler-Lagrange systems built on generalized-momentum coordinates. The momentum transformation exposes the mechanical actuation as a known, state-independent port, which is preserved explicitly in the lifted dynamics. A structure-constrained neural architecture is developed to jointly learn the lifting functions and a port-Hamiltonian Koopman generator, rendering the learned dynamics passive by construction rather than through penalty terms or post-hoc projection. A Cayley-midpoint discretization further preserves the corresponding storage-dissipation balance exactly in discrete time. These properties are established analytically by deriving the discrete storage balance and associated stability guarantees of the learned predictor. Simulation and experimental studies demonstrate improved prediction accuracy, data efficiency, and closed-loop tracking over Koopman baselines, with increasing gains for higher-dimensional systems.",CC BY-SA 4.0,http://creativecommons.org/licenses/by-sa/4.0/,KEEP,FINAL_KEEP
169,2609.17214v1,Field Angular Momentum Transformation as a Resolution Criterion for Microsphere-assisted microscopy,music_generation,2026-09-15T14:01:46Z,http://arxiv.org/abs/2609.17214v1,https://arxiv.org/pdf/2609.17214v1,,REVIEW_REQUIRED,data\raw\pdfs\2609.17214v1.pdf,KEEP,C,음악/음성/작곡과 생성형 AI 또는 저작권·창작자성의 직접 연관성이 높음,"This paper presents a sequential analysis of the resolving power of a microparticle as a function of its refractive index and size parameter. We demonstrate that the resolution of a microparticle for incoherent point sources is fundamentally determined by the number of excited Mie modes. Based on this mechanism, we propose a novel quantitative assessment framework that defines the spatial resolution limit via the ratio of the squared field angular momentum of the source to that of the total particle field (comprising the superposition of the source and scattered fields). The analytical results demonstrate good agreement with both numerical modeling and classical limits.",CC BY 4.0,http://creativecommons.org/licenses/by/4.0/,KEEP,FINAL_KEEP
